Approved symbol	Ensembl ID(supplied by Ensembl)
RBMXL3	ENSG00000175718
MLXIP	ENSG00000175727
C11orf44	ENSG00000175728
BAK1P1	ENSG00000175730
RWDD4P2	ENSG00000175741
NR2F1	ENSG00000175745
C15orf54	ENSG00000175746
EIF3KP1	ENSG00000175749
AURKAIP1	ENSG00000175756
TTLL11	ENSG00000175764
EIF4E1B	ENSG00000175766
TOMM5	ENSG00000175768
LINC01106	ENSG00000175772
C15orf53	ENSG00000175779
SLC35E3	ENSG00000175782
PRIMA1	ENSG00000175785
ZNF169	ENSG00000175787
RUVBL1	ENSG00000175792
SFN	ENSG00000175793
OR52B3P	ENSG00000175800
MSRA	ENSG00000175806
CBLL2	ENSG00000175809
CCDC168	ENSG00000175820
CTDNEP1	ENSG00000175826
ETV4	ENSG00000175832
FAM172BP	ENSG00000175841
SWI5	ENSG00000175854
GAPT	ENSG00000175857
BAIAP2	ENSG00000175866
CALCB	ENSG00000175868
CREG2	ENSG00000175874
TMEM270	ENSG00000175877
HOXD8	ENSG00000175879
RPL7AP66	ENSG00000175886
ZDHHC21	ENSG00000175893
TSPEAR	ENSG00000175894
PLEKHF2	ENSG00000175895
A2M	ENSG00000175899
ARL4D	ENSG00000175906
DOK7	ENSG00000175920
LRRN1	ENSG00000175928
UBE2O	ENSG00000175931
ORAI3	ENSG00000175938
KLHL38	ENSG00000175946
UNC119B	ENSG00000175970
DENND2C	ENSG00000175984
PLEKHD1	ENSG00000175985
FAM220BP	ENSG00000176007
ASCL3	ENSG00000176009
TUBB6	ENSG00000176014
LYSMD3	ENSG00000176018
AMIGO3	ENSG00000176020
B3GALT6	ENSG00000176022
ZNF613	ENSG00000176024
C11orf16	ENSG00000176029
TMPRSS7	ENSG00000176040
NUPR1	ENSG00000176046
JAKMIP2	ENSG00000176049
RPL23P2	ENSG00000176054
MBLAC2	ENSG00000176055
TPRN	ENSG00000176058
KCNE5	ENSG00000176076
ZNF683	ENSG00000176083
SLC35A4	ENSG00000176087
CRYBG2	ENSG00000176092
IP6K1	ENSG00000176095
SSNA1	ENSG00000176101
CSTF3	ENSG00000176102
YES1	ENSG00000176105
CHMP6	ENSG00000176108
AQP7P4	ENSG00000176115
DLEU1	ENSG00000176124
UFSP1	ENSG00000176125
MC5R	ENSG00000176136
TMEM39A	ENSG00000176142
TCP11L1	ENSG00000176148
GPX2	ENSG00000176153
CCDC57	ENSG00000176155
HSF5	ENSG00000176160
FOXG1	ENSG00000176165
SPHK1	ENSG00000176170
BNIP3	ENSG00000176171
ENTHD1	ENSG00000176177
MYPOP	ENSG00000176182
CIDEA	ENSG00000176194
OR11H4	ENSG00000176198
OR4D11	ENSG00000176200
LRRTM4	ENSG00000176204
ATAD5	ENSG00000176208
SMIM19	ENSG00000176209
OR11H6	ENSG00000176219
ZNF404	ENSG00000176222
RTTN	ENSG00000176225
OR4K17	ENSG00000176230
OR10H4	ENSG00000176231
RPP38-DT	ENSG00000176236
OR51B6	ENSG00000176239
CDV3P1	ENSG00000176243
ACBD7	ENSG00000176244
OR4L1	ENSG00000176246
ANAPC2	ENSG00000176248
OR4K13	ENSG00000176253
HMGB4	ENSG00000176256
ZBTB8OS	ENSG00000176261
CYCSP34	ENSG00000176268
OR4F21	ENSG00000176269
SLC35G1	ENSG00000176273
OR4K5	ENSG00000176281
IDSP1	ENSG00000176289
OR4K3	ENSG00000176290
ZNF135	ENSG00000176293
OR4N2	ENSG00000176294
OR4M1	ENSG00000176299
FOXR1	ENSG00000176302
OR4H12P	ENSG00000176312
FOXN3P1	ENSG00000176318
COX8A	ENSG00000176340
RPL37AP8	ENSG00000176343
TAC4	ENSG00000176358
ZSCAN2	ENSG00000176371
PFN1P10	ENSG00000176378
PRR18	ENSG00000176381
B3GNT4	ENSG00000176383
CDC26	ENSG00000176386
HSD11B2	ENSG00000176387
CRLF3	ENSG00000176390
RNPEP	ENSG00000176393
EID2	ENSG00000176396
DMRTA1	ENSG00000176399
EID2B	ENSG00000176401
GJC3	ENSG00000176402
RIMS2	ENSG00000176406
KCMF1	ENSG00000176407
DNAJC30	ENSG00000176410
SPRYD4	ENSG00000176422
VPS37D	ENSG00000176428
CLEC14A	ENSG00000176435
SYNE3	ENSG00000176438
CLK2	ENSG00000176444
LPCAT4	ENSG00000176454
SLCO3A1	ENSG00000176463
ZNF575	ENSG00000176472
WDR25	ENSG00000176473
SGF29	ENSG00000176476
PLAAT3	ENSG00000176485
DIRAS1	ENSG00000176490
OR5AN1	ENSG00000176495
OR10AC1	ENSG00000176510
PHLDB3	ENSG00000176531
PRR15	ENSG00000176532
GNG7	ENSG00000176533
OR4C5	ENSG00000176540
USF3	ENSG00000176542
OR4C3	ENSG00000176547
OR4S1	ENSG00000176555
CNTD1	ENSG00000176563
DCAF4L2	ENSG00000176566
OR4X1	ENSG00000176567
CNBD1	ENSG00000176571
DMBT1P1	ENSG00000176584
KBTBD11	ENSG00000176595
B3GNT5	ENSG00000176597
MAP3K19	ENSG00000176601
C14orf177	ENSG00000176605
LMNB2	ENSG00000176619
RMDN1	ENSG00000176623
MEX3C	ENSG00000176624
HORMAD2	ENSG00000176635
RNF152	ENSG00000176641
NANOGP1	ENSG00000176654
MYO1D	ENSG00000176658
C20orf197	ENSG00000176659
FOXL1	ENSG00000176678
TGIF2LY	ENSG00000176679
LRRC37A	ENSG00000176681
FOXC2	ENSG00000176692
OR4F17	ENSG00000176695
BDNF	ENSG00000176697
SCAND2P	ENSG00000176700
CCDC121	ENSG00000176714
ACSF3	ENSG00000176715
OR10AB1P	ENSG00000176716
BOK	ENSG00000176720
ZNF843	ENSG00000176723
TTTY14	ENSG00000176728
RBIS	ENSG00000176731
PFN4	ENSG00000176732
OR51V1	ENSG00000176742
MAGEB6	ENSG00000176746
OR52Z1	ENSG00000176748
CDK5R1	ENSG00000176749
OR51A1P	ENSG00000176752
C15orf56	ENSG00000176753
LINC00303	ENSG00000176754
ZNF285B	ENSG00000176761
TCERG1L	ENSG00000176769
NCKAP5	ENSG00000176771
MAGEB18	ENSG00000176774
DEFB104A	ENSG00000176782
RUFY1	ENSG00000176783
OR52E2	ENSG00000176787
BASP1	ENSG00000176788
DEFB103A	ENSG00000176797
OR51L1	ENSG00000176798
LRRC37A3	ENSG00000176809
FKBP9P1	ENSG00000176826
VSIG10	ENSG00000176834
MIR7-3HG	ENSG00000176840
IRX5	ENSG00000176842
METRNL	ENSG00000176845
FAM91A1	ENSG00000176853
KRT18P28	ENSG00000176855
GJA1P1	ENSG00000176857
WSB2	ENSG00000176871
GRIN1	ENSG00000176884
SOX11	ENSG00000176887
TYMS	ENSG00000176890
OR51G2	ENSG00000176893
PXMP2	ENSG00000176894
OR51A7	ENSG00000176895
TCEANC	ENSG00000176896
OR51T1	ENSG00000176900
PNMA1	ENSG00000176903
OR51H1	ENSG00000176904
TCIM	ENSG00000176907
MAMSTR	ENSG00000176909
TYMSOS	ENSG00000176912
ANKLE2	ENSG00000176915
C8G	ENSG00000176919
FUT2	ENSG00000176920
OR51S1	ENSG00000176922
OR7A15P	ENSG00000176923
OR51F2	ENSG00000176925
EFCAB5	ENSG00000176927
GCNT4	ENSG00000176928
TOB2P1	ENSG00000176933
MUC20	ENSG00000176945
THAP4	ENSG00000176946
OR51N1P	ENSG00000176951
NFATC2IP	ENSG00000176953
LY6H	ENSG00000176956
RPL7L1P11	ENSG00000176970
FIBIN	ENSG00000176971
FAM89B	ENSG00000176973
SHMT1	ENSG00000176974
DPP7	ENSG00000176978
TRIM60	ENSG00000176979
SEC24C	ENSG00000176986
FMR1NB	ENSG00000176988
SMCR8	ENSG00000176994
HCG4	ENSG00000176998
MTHFR	ENSG00000177000
DEFB104B	ENSG00000177023
C19orf18	ENSG00000177025
DEAF1	ENSG00000177030
MTX3	ENSG00000177034
TMEM80	ENSG00000177042
SIX5	ENSG00000177045
IFNW1	ENSG00000177047
FBXO46	ENSG00000177051
ZDHHC13	ENSG00000177054
SLC38A9	ENSG00000177058
ACER2	ENSG00000177076
WDR73	ENSG00000177082
POLE	ENSG00000177084
PHETA2	ENSG00000177096
SCN4B	ENSG00000177098
DSCAML1	ENSG00000177103
RHOG	ENSG00000177105
EPS8L2	ENSG00000177106
ZDHHC22	ENSG00000177108
MRVI1-AS1	ENSG00000177112
ANO6	ENSG00000177119
ZBTB34	ENSG00000177125
PRDM16-DT	ENSG00000177133
FAM9B	ENSG00000177138
CETN1	ENSG00000177143
NUDT4B	ENSG00000177144
FAM210A	ENSG00000177150
OR2T35	ENSG00000177151
TALDO1	ENSG00000177156
ULK1	ENSG00000177169
NAP1L4P1	ENSG00000177173
OR14C36	ENSG00000177174
RIMKLA	ENSG00000177181
CLVS1	ENSG00000177182
OR2M7	ENSG00000177186
RPS6KA3	ENSG00000177189
B3GNT8	ENSG00000177191
PUS1	ENSG00000177192
PCNPP5	ENSG00000177197
CHD9	ENSG00000177200
OR2T12	ENSG00000177201
SPACA4	ENSG00000177202
OR2T33	ENSG00000177212
GATD1	ENSG00000177225
OR2M1P	ENSG00000177233
LINC01561	ENSG00000177234
TRIM72	ENSG00000177238
MAN1B1	ENSG00000177239
DEFB103B	ENSG00000177243
DEFB4B	ENSG00000177257
ENSAP3	ENSG00000177261
KCNA3	ENSG00000177272
OR2AJ1	ENSG00000177275
FZD8	ENSG00000177283
GJD4	ENSG00000177291
FBXO39	ENSG00000177294
CLDN22	ENSG00000177300
KCNA2	ENSG00000177301
TOP3A	ENSG00000177302
CASKIN2	ENSG00000177303
OR7E125P	ENSG00000177306
ZBTB38	ENSG00000177311
BEND2	ENSG00000177324
C8orf31	ENSG00000177335
DLGAP1-AS1	ENSG00000177337
LINC00469	ENSG00000177338
RPL13AP3	ENSG00000177350
CCDC71	ENSG00000177352
C10orf71	ENSG00000177354
LRRN4CL	ENSG00000177363
TIMM22	ENSG00000177370
HIC1	ENSG00000177374
PPFIA3	ENSG00000177380
MAGEF1	ENSG00000177383
UMODL1	ENSG00000177398
OR7E8P	ENSG00000177400
SAMD9L	ENSG00000177409
ZFAS1	ENSG00000177410
UBE2U	ENSG00000177414
PAWR	ENSG00000177425
TGIF1	ENSG00000177426
MIEF2	ENSG00000177427
NAP1L5	ENSG00000177432
CBX3P1	ENSG00000177447
NIM1K	ENSG00000177453
CD19	ENSG00000177455
ERICH5	ENSG00000177459
OR2T8	ENSG00000177462
NR2C2	ENSG00000177463
GPR4	ENSG00000177464
ACOT4	ENSG00000177465
OLIG3	ENSG00000177468
CAVIN1	ENSG00000177469
OR2G3	ENSG00000177476
ARIH2	ENSG00000177479
RBM44	ENSG00000177483
ZBTB33	ENSG00000177485
OR2G2	ENSG00000177489
ZBED2	ENSG00000177494
VCX2	ENSG00000177504
IRX3	ENSG00000177508
ST8SIA3	ENSG00000177511
RPRM	ENSG00000177519
OR2B11	ENSG00000177535
SLC25A22	ENSG00000177542
RABEP2	ENSG00000177548
NHLH2	ENSG00000177551
ATOX1	ENSG00000177556
FAM187B	ENSG00000177558
TBL1XR1	ENSG00000177565
SAMD12	ENSG00000177570
CD163	ENSG00000177575
C18orf32	ENSG00000177576
OR7E149P	ENSG00000177586
GIMAP3P	ENSG00000177590
PIDD1	ENSG00000177595
ZNF491	ENSG00000177599
RPLP2	ENSG00000177600
HASPIN	ENSG00000177602
JUN	ENSG00000177606
CSTF2T	ENSG00000177613
PGBD5	ENSG00000177614
C12orf54	ENSG00000177627
GBA	ENSG00000177628
CASC2	ENSG00000177640
ACAD9	ENSG00000177646
IL17RA	ENSG00000177663
PNPLA2	ENSG00000177666
MBOAT4	ENSG00000177669
TEX44	ENSG00000177673
AGTRAP	ENSG00000177674
CD163L1	ENSG00000177675
SRRM3	ENSG00000177679
THAP5	ENSG00000177683
DEFB114	ENSG00000177684
CRACR2B	ENSG00000177685
SUMO4	ENSG00000177688
MAGEB10	ENSG00000177689
DNAJC28	ENSG00000177692
OR4F4	ENSG00000177693
NAALADL2	ENSG00000177694
CD151	ENSG00000177697
POLR2L	ENSG00000177700
FAM20C	ENSG00000177706
NECTIN3	ENSG00000177707
SLC35G5	ENSG00000177710
ANXA2R	ENSG00000177721
TMEM94	ENSG00000177728
FLII	ENSG00000177731
SOX12	ENSG00000177732
HNRNPA0	ENSG00000177733
FXNP2	ENSG00000177736
YIPF7	ENSG00000177752
FAM87B	ENSG00000177757
CDKN2AIPNLP1	ENSG00000177770
RPS2P2	ENSG00000177776
MYOZ1	ENSG00000177791
TMEM78	ENSG00000177800
KCNJ10	ENSG00000177807
TENM3-AS1	ENSG00000177822
CHID1	ENSG00000177830
PCDHB9	ENSG00000177839
ZNF620	ENSG00000177842
ZNF518A	ENSG00000177853
TMEM187	ENSG00000177854
CACYBPP2	ENSG00000177855
SVBP	ENSG00000177868
ZNF619	ENSG00000177873
CCDC184	ENSG00000177875
AP3S1	ENSG00000177879
GRB2	ENSG00000177885
ZBTB41	ENSG00000177888
UBE2N	ENSG00000177889
SPATA31C2	ENSG00000177910
ARL6IP6	ENSG00000177917
ZNF354C	ENSG00000177932
CAPZA3	ENSG00000177938
MAMDC4	ENSG00000177943
CENPBD1	ENSG00000177946
ODF3	ENSG00000177947
BET1L	ENSG00000177951
RPS27	ENSG00000177954
RIC8A	ENSG00000177963
IMP3	ENSG00000177971
ASB8	ENSG00000177981
LCN15	ENSG00000177984
ODF3B	ENSG00000177989
DPY19L2	ENSG00000177990
SPATA31E1	ENSG00000177992
ZNRF3-AS1	ENSG00000177993
C2orf73	ENSG00000177994
GPR150	ENSG00000178015
TSPYL6	ENSG00000178021
LRRC75B	ENSG00000178026
DMAP1	ENSG00000178028
ADAMTSL1	ENSG00000178031
CALHM5	ENSG00000178033
IMPDH2	ENSG00000178035
ALS2CL	ENSG00000178038
MLF1	ENSG00000178053
PRSS42P	ENSG00000178055
NDUFAF3	ENSG00000178057
C2orf69	ENSG00000178074
GRAMD1C	ENSG00000178075
STAP2	ENSG00000178078
ULK4P3	ENSG00000178081
TWF1P1	ENSG00000178082
HTR3C	ENSG00000178084
TSSK6	ENSG00000178093
BOLA1	ENSG00000178096
PDE4DIP	ENSG00000178104
DDX10	ENSG00000178105
GOLGA8Q	ENSG00000178115
PPP1R42	ENSG00000178125
NDUFV2	ENSG00000178127
FAM27E5	ENSG00000178130
DALRD3	ENSG00000178149
ZNF114	ENSG00000178150
FAR2P2	ENSG00000178162
ZNF518B	ENSG00000178163
AMER3	ENSG00000178171
SPINK6	ENSG00000178172
ZNF366	ENSG00000178175
LCORL	ENSG00000178177
PARD6G	ENSG00000178184
ZNF454	ENSG00000178187
SH2B1	ENSG00000178188
ZC3H12D	ENSG00000178199
VN1R1	ENSG00000178201
POGLUT3	ENSG00000178202
PLEC	ENSG00000178209
SH2D4B	ENSG00000178217
RNF212	ENSG00000178222
PRSS36	ENSG00000178226
ZNF543	ENSG00000178229
TMEM151B	ENSG00000178233
GALNT11	ENSG00000178234
SLITRK1	ENSG00000178235
C9orf62	ENSG00000178243
FAM230I	ENSG00000178248
WDR6	ENSG00000178252
PRM3	ENSG00000178257
TNP2	ENSG00000178279
SPAG11A	ENSG00000178287
GEN1	ENSG00000178295
TMPRSS9	ENSG00000178297
AQP11	ENSG00000178301
TMEM11	ENSG00000178307
ZNF354B	ENSG00000178338
KCNG2	ENSG00000178342
SHISA3	ENSG00000178343
OR2D3	ENSG00000178358
CALML3	ENSG00000178363
CALML5	ENSG00000178372
ZFAND2A	ENSG00000178381
PLEKHM3	ENSG00000178385
ZNF223	ENSG00000178386
HTR1A	ENSG00000178394
CCDC185	ENSG00000178395
FAM220A	ENSG00000178397
DNAJC22	ENSG00000178401
NEUROG2	ENSG00000178403
CEP295NL	ENSG00000178404
BEND3	ENSG00000178409
NT5DC1	ENSG00000178425
RPS3AP5	ENSG00000178429
LINC00843	ENSG00000178440
GLDC	ENSG00000178445
COX14	ENSG00000178449
LINC00314	ENSG00000178457
H3F3AP6	ENSG00000178458
MCMDC2	ENSG00000178460
TUBAL3	ENSG00000178462
RPL10P16	ENSG00000178464
P4HTM	ENSG00000178467
UCN3	ENSG00000178473
DTX3	ENSG00000178498
KLHL11	ENSG00000178502
NECAP1P1	ENSG00000178503
AMBN	ENSG00000178522
CTXN1	ENSG00000178531
SLC25A20	ENSG00000178537
CA8	ENSG00000178538
CKS1BP6	ENSG00000178556
CD28	ENSG00000178562
EPM2AIP1	ENSG00000178567
ERBB4	ENSG00000178568
MAF	ENSG00000178573
CTNNBIP1	ENSG00000178585
OR6B3	ENSG00000178586
DEFB125	ENSG00000178591
GAPDHP29	ENSG00000178596
PSAPL1	ENSG00000178597
OTOS	ENSG00000178602
GTPBP6	ENSG00000178605
ERN1	ENSG00000178607
GPR35	ENSG00000178623
ACTG1P1	ENSG00000178631
C10orf53	ENSG00000178645
PPIAP33	ENSG00000178654
ARMC10P1	ENSG00000178660
CSRNP3	ENSG00000178662
ZNF713	ENSG00000178665
PARP10	ENSG00000178685
DYNAP	ENSG00000178690
SUZ12	ENSG00000178691
NSUN3	ENSG00000178694
KCTD12	ENSG00000178695
DHFR2	ENSG00000178700
RPP25	ENSG00000178718
GRINA	ENSG00000178719
C5orf64	ENSG00000178722
GLULP4	ENSG00000178723
THBD	ENSG00000178726
GP5	ENSG00000178732
LMO7DN	ENSG00000178734
COX5A	ENSG00000178741
STX19	ENSG00000178750
ERFE	ENSG00000178752
FAM219B	ENSG00000178761
HIST1H2BPS1	ENSG00000178762
ZHX2	ENSG00000178764
CPN2	ENSG00000178772
CPNE7	ENSG00000178773
C5orf46	ENSG00000178776
CD300LB	ENSG00000178789
GDPD4	ENSG00000178795
RIIAD1	ENSG00000178796
MPI	ENSG00000178802
ADORA2A-AS1	ENSG00000178803
H1FOO	ENSG00000178804
TRIM73	ENSG00000178809
OPLAH	ENSG00000178814
TMEM52	ENSG00000178821
TMEM139	ENSG00000178826
RNF186	ENSG00000178828
EFCAB13	ENSG00000178852
MSC	ENSG00000178860
APOLD1	ENSG00000178878
RFLNA	ENSG00000178882
EXOSC4	ENSG00000178896
DPY19L3	ENSG00000178904
TAF7	ENSG00000178913
ZNF852	ENSG00000178917
FOXE1	ENSG00000178919
PFAS	ENSG00000178921
HYI	ENSG00000178922
CYBC1	ENSG00000178927
TPRX1	ENSG00000178928
LGALS7B	ENSG00000178934
ZNF552	ENSG00000178935
SMIM10L2A	ENSG00000178947
GAK	ENSG00000178950
ZBTB7A	ENSG00000178951
TUFM	ENSG00000178952
ERICH3	ENSG00000178965
RMI1	ENSG00000178966
CTC1	ENSG00000178971
FBXO34	ENSG00000178974
LINC00324	ENSG00000178977
SELENOW	ENSG00000178980
EIF3K	ENSG00000178982
MRFAP1L1	ENSG00000178988
SNX18	ENSG00000178996
EXD1	ENSG00000178997
AURKB	ENSG00000178999
TAS1R2	ENSG00000179002
C14orf39	ENSG00000179008
MRFAP1	ENSG00000179010
C3orf38	ENSG00000179021
KLHDC7A	ENSG00000179023
TMEM107	ENSG00000179029
RRS1	ENSG00000179041
EXOC3L1	ENSG00000179044
TRIML2	ENSG00000179046
RCC2	ENSG00000179051
OR13D1	ENSG00000179055
IGSF22	ENSG00000179057
C9orf50	ENSG00000179058
ZFP42	ENSG00000179059
CCDC89	ENSG00000179071
TAAR3P	ENSG00000179073
C9orf106	ENSG00000179082
FAM133A	ENSG00000179083
DPM3	ENSG00000179085
C12orf42	ENSG00000179088
CYC1	ENSG00000179091
PER1	ENSG00000179094
HTR1F	ENSG00000179097
TMTC2	ENSG00000179104
HES7	ENSG00000179111
FARSA	ENSG00000179115
SPTY2D1	ENSG00000179119
C10orf67	ENSG00000179133
SAMD4B	ENSG00000179134
LINC00670	ENSG00000179136
MTUS2-AS1	ENSG00000179141
CYP11B2	ENSG00000179142
GIMAP7	ENSG00000179144
ALOXE3	ENSG00000179148
EDC3	ENSG00000179151
TCAIM	ENSG00000179152
RPS2P28	ENSG00000179157
FUCA1	ENSG00000179163
PXT1	ENSG00000179165
GGN	ENSG00000179168
OR7E97P	ENSG00000179170
HNRNPCL1	ENSG00000179172
TMEM125	ENSG00000179178
ZNF664	ENSG00000179195
SIGLECL1	ENSG00000179213
CALR	ENSG00000179218
LINC00311	ENSG00000179219
MAGED1	ENSG00000179222
GVQW3	ENSG00000179240
LDLRAD3	ENSG00000179241
CDH4	ENSG00000179242
SMCO3	ENSG00000179256
RAD23A	ENSG00000179262
PCARE	ENSG00000179270
GADD45GIP1	ENSG00000179271
MEIS3P1	ENSG00000179277
DAND5	ENSG00000179284
TMEM151A	ENSG00000179292
PTPN11	ENSG00000179295
NSUN7	ENSG00000179299
RTL3	ENSG00000179300
FAM156B	ENSG00000179304
WSCD1	ENSG00000179314
RAB39A	ENSG00000179331
CLK3	ENSG00000179335
HLA-DQB1	ENSG00000179344
GATA2	ENSG00000179348
ARID3B	ENSG00000179361
HMGN2P46	ENSG00000179362
TMEM31	ENSG00000179363
PACS2	ENSG00000179364
OR4K11P	ENSG00000179381
ELMOD2	ENSG00000179387
EGR3	ENSG00000179388
CATSPERE	ENSG00000179397
GPC5	ENSG00000179399
VWA1	ENSG00000179403
LINC00174	ENSG00000179406
DNAJB8	ENSG00000179407
GEMIN4	ENSG00000179409
HNRNPCL4	ENSG00000179412
OR6W1P	ENSG00000179420
FJX1	ENSG00000179431
OR13C6P	ENSG00000179443
LINC01699	ENSG00000179452
KLHL28	ENSG00000179454
MKRN3	ENSG00000179455
ZBTB18	ENSG00000179456
EEF1A1P27	ENSG00000179460
OR9A2	ENSG00000179468
C14orf28	ENSG00000179476
ALOX12B	ENSG00000179477
SLC17A8	ENSG00000179520
EIF3J-DT	ENSG00000179523
SHARPIN	ENSG00000179526
LBX2	ENSG00000179528
DNHD1	ENSG00000179532
SLITRK4	ENSG00000179542
HTR1D	ENSG00000179546
GCC1	ENSG00000179562
LSMEM2	ENSG00000179564
NBPF17P	ENSG00000179571
RNF151	ENSG00000179580
CIITA	ENSG00000179583
ZFPM1	ENSG00000179588
ALOX15B	ENSG00000179593
PLD6	ENSG00000179598
GPHB5	ENSG00000179600
GRM8	ENSG00000179603
CDC42EP4	ENSG00000179604
DGKZP1	ENSG00000179611
OR2AP1	ENSG00000179615
OR6C4	ENSG00000179626
ZBTB42	ENSG00000179627
LACC1	ENSG00000179630
MAF1	ENSG00000179632
TPPP2	ENSG00000179636
FCER1A	ENSG00000179639
RPRML	ENSG00000179673
ARL14	ENSG00000179674
LINC00305	ENSG00000179676
OR6C2	ENSG00000179695
WDR97	ENSG00000179698
NLRP8	ENSG00000179709
PCED1B	ENSG00000179715
APOBEC3B	ENSG00000179750
SYCN	ENSG00000179751
PIPOX	ENSG00000179761
ATP8B5P	ENSG00000179766
FOXS1	ENSG00000179772
ATOH7	ENSG00000179774
CDH5	ENSG00000179776
LRRC3B	ENSG00000179796
OR7E22P	ENSG00000179799
FAM216B	ENSG00000179813
MRGPRX4	ENSG00000179817
PCBP1-AS1	ENSG00000179818
MYADM	ENSG00000179820
MRGPRX3	ENSG00000179826
MROH1	ENSG00000179832
SERTAD2	ENSG00000179833
PIK3CD-AS1	ENSG00000179840
AKAP5	ENSG00000179841
NKPD1	ENSG00000179846
GIPC3	ENSG00000179855
RNF227	ENSG00000179859
CITED4	ENSG00000179862
ABCA13	ENSG00000179869
NLRP11	ENSG00000179873
TIGD5	ENSG00000179886
PDXDC1	ENSG00000179889
PHC1P1	ENSG00000179899
C1orf194	ENSG00000179902
ZNF154	ENSG00000179909
R3HDM2	ENSG00000179912
B3GNT3	ENSG00000179913
ITLN1	ENSG00000179914
NRXN1	ENSG00000179915
SEPHS2	ENSG00000179918
OR10A7	ENSG00000179919
GPBAR1	ENSG00000179921
ZNF784	ENSG00000179922
ZNF648	ENSG00000179930
C14orf119	ENSG00000179933
CCR8	ENSG00000179934
LINC00652	ENSG00000179935
GOLGA8J	ENSG00000179938
BBS10	ENSG00000179941
FIZ1	ENSG00000179943
PUF60	ENSG00000179950
SSC5D	ENSG00000179954
DCTPP1	ENSG00000179958
ZNF771	ENSG00000179965
PPP1R14BP3	ENSG00000179967
TSHZ1	ENSG00000179981
PSTK	ENSG00000179988
SPDYE7P	ENSG00000179994
SOCS4	ENSG00000180008
ZADH2	ENSG00000180011
OR1E1	ENSG00000180016
ZNF48	ENSG00000180035
FAM71E2	ENSG00000180043
C3orf80	ENSG00000180044
NKX2-6	ENSG00000180053
TMEM150B	ENSG00000180061
C10orf91	ENSG00000180066
OR3A4P	ENSG00000180068
ANKRD18A	ENSG00000180071
WFDC11	ENSG00000180083
TMEM86B	ENSG00000180089
OR3A1	ENSG00000180090
SEPT1	ENSG00000180096
TRNAU1AP	ENSG00000180098
EXOC3	ENSG00000180104
TDRD6	ENSG00000180113
C12orf40	ENSG00000180116
CSNK1A1L	ENSG00000180138
ACTA2-AS1	ENSG00000180139
HMGN2P9	ENSG00000180150
XIAPP3	ENSG00000180152
LYNX1	ENSG00000180155
RPS12P23	ENSG00000180172
TH	ENSG00000180176
FAR2P1	ENSG00000180178
MED14	ENSG00000180182
FAHD1	ENSG00000180185
HMGB1P14	ENSG00000180189
TDRP	ENSG00000180190
RCC1	ENSG00000180198
WFDC9	ENSG00000180205
MYLPF	ENSG00000180209
F2	ENSG00000180210
FAM71C	ENSG00000180219
TPT1P10	ENSG00000180221
PRKRA	ENSG00000180228
HERC2P3	ENSG00000180229
NACAP2	ENSG00000180230
ZNRF2	ENSG00000180233
RRH	ENSG00000180245
SLC9A4	ENSG00000180251
ZNF816	ENSG00000180257
PRNT	ENSG00000180259
FGD6	ENSG00000180263
ADGRD2	ENSG00000180264
GPR139	ENSG00000180269
LINC01869	ENSG00000180279
PLD5	ENSG00000180287
OAZ2	ENSG00000180304
WFDC10A	ENSG00000180305
PNPLA1	ENSG00000180316
ALX1	ENSG00000180318
CCDC43	ENSG00000180329
KCTD4	ENSG00000180332
MEIOC	ENSG00000180336
FZD2	ENSG00000180340
TIGD2	ENSG00000180346
ITPRID1	ENSG00000180347
HCLS1	ENSG00000180353
MTURN	ENSG00000180354
ZNF609	ENSG00000180357
PAK2	ENSG00000180370
CCDC66	ENSG00000180376
DEFB124	ENSG00000180383
EMC3-AS1	ENSG00000180385
KRTAP9-7	ENSG00000180386
ATP5F1EP2	ENSG00000180389
MCFD2	ENSG00000180398
OR10AA1P	ENSG00000180409
LINC00304	ENSG00000180422
HARBI1	ENSG00000180423
DEFB123	ENSG00000180424
C11orf71	ENSG00000180425
CYP8B1	ENSG00000180432
OR6K6	ENSG00000180433
OR6K4P	ENSG00000180437
TPRXL	ENSG00000180438
SERTM1	ENSG00000180440
GAS1	ENSG00000180447
ARHGAP45	ENSG00000180448
OR10Q1	ENSG00000180475
ZNF571	ENSG00000180479
GLIPR1L2	ENSG00000180481
DEFB119	ENSG00000180483
MIGA1	ENSG00000180488
KCNE1	ENSG00000180509
PRR26	ENSG00000180525
NRIP1	ENSG00000180530
ZSCAN4	ENSG00000180532
BHLHA15	ENSG00000180535
RNF182	ENSG00000180537
C9orf139	ENSG00000180539
TSPYL5	ENSG00000180543
FUT7	ENSG00000180549
HIST1H2AC	ENSG00000180573
EIF2S3B	ENSG00000180574
SRP9P1	ENSG00000180581
SKIDA1	ENSG00000180592
HIST1H2BC	ENSG00000180596
ZBTB12BP	ENSG00000180610
MB21D2	ENSG00000180611
GSX2	ENSG00000180613
SSTR2	ENSG00000180616
ZNF594	ENSG00000180626
PCGF5	ENSG00000180628
SLC47A2	ENSG00000180638
PRF1	ENSG00000180644
OR2A4	ENSG00000180658
MAB21L1	ENSG00000180660
RPL21P8	ENSG00000180662
VN1R3	ENSG00000180663
YOD1	ENSG00000180667
EXOC5P1	ENSG00000180673
TMEM64	ENSG00000180694
C3orf22	ENSG00000180697
OR10K2	ENSG00000180708
